image_id,num_bb,confidence,mask_area,num_fragments,is_fragmented
000000.png,20,0.9243150949478149,45642,4,1
000000.png,20,0.9383605718612671,45334,3,1
000000.png,20,0.9383605718612671,45334,3,1
000000.png,20,0.8904958367347717,21636,1,0
000000.png,20,0.8904958367347717,21636,1,0
000000.png,20,0.9157124161720276,4854,1,0
000000.png,20,0.9157124161720276,4854,1,0
000000.png,20,0.8365687727928162,704,1,0
000000.png,20,0.8365687727928162,704,1,0
000000.png,20,0.6644073724746704,43630,3,1
000000.png,20,0.8708774447441101,9104,4,1
000000.png,20,0.7891108393669128,44210,2,1
000000.png,20,0.7891108393669128,44210,2,1
000000.png,20,0.5528509616851807,56,1,0
000000.png,20,0.5528509616851807,56,1,0
000000.png,20,0.5528509616851807,56,1,0
000000.png,20,0.6998192071914673,11356,2,1
000000.png,20,0.6998192071914673,11356,2,1
000000.png,20,0.8521085977554321,4643,3,1
000000.png,20,0.8521085977554321,4643,3,1
000001.png,20,0.8146085739135742,40709,3,1
000001.png,20,0.8146085739135742,40709,3,1
000001.png,20,0.8146085739135742,40709,3,1
000001.png,20,0.8146085739135742,40709,3,1
000001.png,20,0.706813395023346,489,1,0
000001.png,20,0.706813395023346,489,1,0
000001.png,20,0.706813395023346,489,1,0
000001.png,20,0.706813395023346,489,1,0
000001.png,20,0.8863058686256409,3231,1,0
000001.png,20,0.8863058686256409,3231,1,0
000001.png,20,0.598253607749939,33,1,0
000001.png,20,0.598253607749939,33,1,0
000001.png,20,0.8609088659286499,5417,2,1
000001.png,20,0.8609088659286499,5417,2,1
000001.png,20,0.8609088659286499,5417,2,1
000001.png,20,0.9273492693901062,28292,5,1
000001.png,20,0.9273492693901062,28292,5,1
000001.png,20,0.9230082035064697,15148,1,0
000001.png,20,0.9230082035064697,15148,1,0
000001.png,20,0.9041910171508789,15176,1,0
000002.png,20,0.6470104455947876,401,5,1
000002.png,20,0.5818811655044556,37,1,0
000002.png,20,0.7724389433860779,589,2,1
000002.png,20,0.8998684883117676,42441,28,1
000002.png,20,0.9539176821708679,29452,2,1
000002.png,20,0.9539176821708679,29452,2,1
000002.png,20,0.8827503323554993,22580,2,1
000002.png,20,0.8522143363952637,22087,3,1
000002.png,20,0.5293118953704834,33,1,0
000002.png,20,0.7224554419517517,28285,15,1
000002.png,20,0.7224554419517517,28285,15,1
000002.png,20,0.7224554419517517,28285,15,1
000002.png,20,0.7224554419517517,28285,15,1
000002.png,20,0.9165917634963989,16739,2,1
000002.png,20,0.9165917634963989,16739,2,1
000002.png,20,0.8748877644538879,22293,2,1
000002.png,20,0.8748877644538879,22293,2,1
000002.png,20,0.7126038074493408,83,1,0
000002.png,20,0.7126038074493408,83,1,0
000002.png,20,0.5966793298721313,12105,13,1
000003.png,20,0.5871822834014893,518,1,0
000003.png,20,0.5091568231582642,24,1,0
000003.png,20,0.49176323413848877,1067,1,0
000003.png,20,0.49176323413848877,1067,1,0
000003.png,20,0.9243510961532593,17049,1,0
000003.png,20,0.9243510961532593,17049,1,0
000003.png,20,0.9249428510665894,24282,1,0
000003.png,20,0.918087363243103,24199,1,0
000003.png,20,0.9043897986412048,23646,2,1
000003.png,20,0.9043897986412048,23646,2,1
000003.png,20,0.8906069397926331,24617,11,1
000003.png,20,0.8906069397926331,24617,11,1
000003.png,20,0.6875395774841309,702,1,0
000003.png,20,0.9090735912322998,31819,5,1
000003.png,20,0.9090735912322998,31819,5,1
000003.png,20,0.959115743637085,12738,1,0
000003.png,20,0.959115743637085,12738,1,0
000003.png,20,0.959115743637085,12738,1,0
000003.png,20,0.959115743637085,12738,1,0
000003.png,20,0.959115743637085,12738,1,0
000004.png,20,0.5571060180664062,29,1,0
000004.png,20,0.5571060180664062,29,1,0
000004.png,20,0.8720974922180176,11644,3,1
000004.png,20,0.8553955554962158,597,1,0
000004.png,20,0.5277248620986938,35,1,0
000004.png,20,0.5277248620986938,35,1,0
000004.png,20,0.8840335011482239,26249,2,1
000004.png,20,0.8840335011482239,26249,2,1
000004.png,20,0.8816960453987122,45493,7,1
000004.png,20,0.9266809225082397,17499,1,0
000004.png,20,0.9266809225082397,17499,1,0
000004.png,20,0.8086302280426025,126,1,0
000004.png,20,0.8086302280426025,126,1,0
000004.png,20,0.8736566305160522,11421,4,1
000004.png,20,0.8736566305160522,11421,4,1
000004.png,20,0.9169801473617554,41518,2,1
000004.png,20,0.9233732223510742,17825,1,0
000004.png,20,0.9233732223510742,17825,1,0
000004.png,20,0.9233732223510742,17825,1,0
000004.png,20,0.8966567516326904,31541,14,1
000005.png,20,0.6646099090576172,35,1,0
000005.png,20,0.6646099090576172,35,1,0
000005.png,20,0.903647780418396,11898,2,1
000005.png,20,0.903647780418396,11898,2,1
000005.png,20,0.894260823726654,30752,23,1
000005.png,20,0.894260823726654,30752,23,1
000005.png,20,0.894260823726654,30752,23,1
000005.png,20,0.894260823726654,30752,23,1
000005.png,20,0.9186680316925049,12042,1,0
000005.png,20,0.9186680316925049,12042,1,0
000005.png,20,0.46205437183380127,26,1,0
000005.png,20,0.895779550075531,49321,2,1
000005.png,20,0.895779550075531,49321,2,1
000005.png,20,0.895779550075531,49321,2,1
000005.png,20,0.6933979988098145,210,1,0
000005.png,20,0.8671786785125732,336,1,0
000005.png,20,0.9723888635635376,32277,3,1
000005.png,20,0.9723888635635376,32277,3,1
000005.png,20,0.8738805651664734,15934,1,0
000005.png,20,0.8738805651664734,15934,1,0
000006.png,20,0.7235574722290039,42,1,0
000006.png,20,0.7235574722290039,42,1,0
000006.png,20,0.8716097474098206,29289,3,1
000006.png,20,0.8716097474098206,29289,3,1
000006.png,20,0.8716097474098206,29289,3,1
000006.png,20,0.8916209936141968,30658,11,1
000006.png,20,0.7004925608634949,487,1,0
000006.png,20,0.7004925608634949,487,1,0
000006.png,20,0.8971003293991089,14402,3,1
000006.png,20,0.9190359711647034,43976,18,1
000006.png,20,0.853500247001648,46794,7,1
000006.png,20,0.8294002413749695,15541,2,1
000006.png,20,0.8294002413749695,15541,2,1
000006.png,20,0.9407946467399597,19254,1,0
000006.png,20,0.9743897318840027,34313,1,0
000006.png,20,0.9743897318840027,34313,1,0
000006.png,20,0.7155236601829529,34017,2,1
000006.png,20,0.8667534589767456,26405,9,1
000006.png,20,0.8667534589767456,26405,9,1
000006.png,20,0.9322486519813538,17047,1,0
000007.png,20,0.9091053605079651,16358,2,1
000007.png,20,0.9091053605079651,16358,2,1
000007.png,20,0.864157497882843,29930,1,0
000007.png,20,0.864157497882843,29930,1,0
000007.png,20,0.7352550029754639,47,1,0
000007.png,20,0.9506241679191589,29643,1,0
000007.png,20,0.9506241679191589,29643,1,0
000007.png,20,0.8873433470726013,16283,3,1
000007.png,20,0.8873433470726013,16283,3,1
000007.png,20,0.8553727865219116,16166,4,1
000007.png,20,0.8553727865219116,16166,4,1
000007.png,20,0.9078591465950012,16415,2,1
000007.png,20,0.9606522917747498,29371,1,0
000007.png,20,0.9018611907958984,14289,2,1
000007.png,20,0.917616605758667,14372,1,0
000007.png,20,0.917616605758667,14372,1,0
000007.png,20,0.8807837963104248,96,1,0
000007.png,20,0.8807837963104248,96,1,0
000007.png,20,0.9063007831573486,48362,8,1
000007.png,20,0.9063007831573486,48362,8,1
000008.png,20,0.8106462359428406,22418,4,1
000008.png,20,0.8512393832206726,18825,1,0
000008.png,20,0.9042862057685852,16747,3,1
000008.png,20,0.9029430747032166,16772,3,1
000008.png,20,0.9029430747032166,16772,3,1
000008.png,20,0.8799801468849182,14201,1,0
000008.png,20,0.8701633810997009,21827,1,0
000008.png,20,0.7798452973365784,94,1,0
000008.png,20,0.7798452973365784,94,1,0
000008.png,20,0.7753036618232727,21366,1,0
000008.png,20,0.7753036618232727,21366,1,0
000008.png,20,0.9514713287353516,21424,1,0
000008.png,20,0.94767826795578,23411,4,1
000008.png,20,0.94767826795578,23411,4,1
000008.png,20,0.9255540370941162,14131,1,0
000008.png,20,0.9255540370941162,14131,1,0
000008.png,20,0.6963142156600952,10208,9,1
000008.png,20,0.7792429327964783,157,1,0
000008.png,20,0.7792429327964783,157,1,0
000008.png,20,0.9158947467803955,13994,1,0
000009.png,20,0.9205434322357178,17182,1,0
000009.png,20,0.8038212656974792,72,1,0
000009.png,20,0.9201321005821228,17184,1,0
000009.png,20,0.9201321005821228,17184,1,0
000009.png,20,0.9504889845848083,10615,1,0
000009.png,20,0.9504889845848083,10615,1,0
000009.png,20,0.9164585471153259,17134,1,0
000009.png,20,0.9438575506210327,3749,1,0
000009.png,20,0.9438575506210327,3749,1,0
000009.png,20,0.9208701252937317,9979,2,1
000009.png,20,0.9208701252937317,9979,2,1
000009.png,20,0.9081637859344482,9826,2,1
000009.png,20,0.9081637859344482,9826,2,1
000009.png,20,0.8666141033172607,40284,10,1
000009.png,20,0.8197144269943237,545,1,0
000009.png,20,0.9111450910568237,31608,4,1
000009.png,20,0.9111450910568237,31608,4,1
000009.png,20,0.9309259653091431,13952,1,0
000009.png,20,0.9309259653091431,13952,1,0
000009.png,20,0.9384806156158447,3736,1,0
000010.png,20,0.9096683263778687,17502,6,1
000010.png,20,0.9096683263778687,17502,6,1
000010.png,20,0.7645560503005981,67,1,0
000010.png,20,0.7645560503005981,67,1,0
000010.png,20,0.9110538363456726,17722,6,1
000010.png,20,0.9110538363456726,17722,6,1
000010.png,20,0.5787167549133301,158,1,0
000010.png,20,0.5787167549133301,158,1,0
000010.png,20,0.8294495940208435,33112,5,1
000010.png,20,0.8294495940208435,33112,5,1
000010.png,20,0.8294495940208435,33112,5,1
000010.png,20,0.9462741613388062,14202,1,0
000010.png,20,0.9462741613388062,14202,1,0
000010.png,20,0.8004781603813171,465,1,0
000010.png,20,0.8004781603813171,465,1,0
000010.png,20,0.917779803276062,14221,1,0
000010.png,20,0.7881947755813599,249,1,0
000010.png,20,0.7881947755813599,249,1,0
000010.png,20,0.9086987972259521,39882,9,1
000010.png,20,0.9086987972259521,39882,9,1
000011.png,20,0.8994439244270325,29633,3,1
000011.png,20,0.8994439244270325,29633,3,1
000011.png,20,0.7635199427604675,79,1,0
000011.png,20,0.7635199427604675,79,1,0
000011.png,20,0.8474174737930298,35427,5,1
000011.png,20,0.4523411989212036,2431,1,0
000011.png,20,0.4523411989212036,2431,1,0
000011.png,20,0.6799869537353516,26112,10,1
000011.png,20,0.8965662121772766,362,1,0
000011.png,20,0.826505720615387,587,1,0
000011.png,20,0.9575678110122681,29682,3,1
000011.png,20,0.9129711985588074,16959,4,1
000011.png,20,0.9129711985588074,16959,4,1
000011.png,20,0.912817120552063,1487,1,0
000011.png,20,0.912817120552063,1487,1,0
000011.png,20,0.912817120552063,1487,1,0
000011.png,20,0.9043764472007751,30314,2,1
000011.png,20,0.9043764472007751,30314,2,1
000011.png,20,0.9109923243522644,30615,1,0
000011.png,20,0.9531188011169434,2725,2,1
000012.png,20,0.9139492511749268,1143,1,0
000012.png,20,0.9139492511749268,1143,1,0
000012.png,20,0.9419898390769958,14191,1,0
000012.png,20,0.9645411968231201,14988,1,0
000012.png,20,0.8945519924163818,475,1,0
000012.png,20,0.8945519924163818,475,1,0
000012.png,20,0.750325620174408,94,1,0
000012.png,20,0.7898536920547485,185,1,0
000012.png,20,0.9579164981842041,14397,1,0
000012.png,20,0.9579164981842041,14397,1,0
000012.png,20,0.9579797983169556,14373,1,0
000012.png,20,0.9579797983169556,14373,1,0
000012.png,20,0.938807487487793,26520,1,0
000012.png,20,0.938807487487793,26520,1,0
000012.png,20,0.9310327768325806,26855,1,0
000012.png,20,0.9310327768325806,26855,1,0
000012.png,20,0.9301987886428833,26342,1,0
000012.png,20,0.9032294154167175,304,1,0
000012.png,20,0.8623983860015869,91,1,0
000012.png,20,0.8623983860015869,91,1,0
000013.png,20,0.9349350333213806,14692,1,0
000013.png,20,0.938805341720581,15513,1,0
000013.png,20,0.938805341720581,15513,1,0
000013.png,20,0.938805341720581,15513,1,0
000013.png,20,0.8537093997001648,32900,16,1
000013.png,20,0.9308863282203674,16622,4,1
000013.png,20,0.9035058617591858,32163,7,1
000013.png,20,0.9382683634757996,22817,1,0
000013.png,20,0.9382683634757996,22817,1,0
000013.png,20,0.9239210486412048,16561,2,1
000013.png,20,0.9507668018341064,10555,1,0
000013.png,20,0.9100685119628906,23318,1,0
000013.png,20,0.9100685119628906,23318,1,0
000013.png,20,0.9479001760482788,10726,1,0
000013.png,20,0.9479001760482788,10726,1,0
000013.png,20,0.8980162143707275,15857,4,1
000013.png,20,0.90891432762146,828,1,0
000013.png,20,0.90891432762146,828,1,0
000013.png,20,0.90891432762146,828,1,0
000013.png,20,0.8157918453216553,646,1,0
000014.png,20,0.9544234275817871,4823,1,0
000014.png,20,0.9200102686882019,13347,3,1
000014.png,20,0.9200102686882019,13347,3,1
000014.png,20,0.8650095462799072,14674,6,1
000014.png,20,0.9514685869216919,4824,1,0
000014.png,20,0.9514685869216919,4824,1,0
000014.png,20,0.714209794998169,30215,19,1
000014.png,20,0.8657374382019043,741,1,0
000014.png,20,0.8676667809486389,14610,3,1
000014.png,20,0.9177328944206238,15593,4,1
000014.png,20,0.9177328944206238,15593,4,1
000014.png,20,0.8833771347999573,14849,3,1
000014.png,20,0.8833771347999573,14849,3,1
000014.png,20,0.8833771347999573,14849,3,1
000014.png,20,0.7953153252601624,31418,2,1
000014.png,20,0.8113131523132324,487,1,0
000014.png,20,0.8113131523132324,487,1,0
000014.png,20,0.762182354927063,470,1,0
000014.png,20,0.8910404443740845,31363,3,1
000014.png,20,0.8679282069206238,14669,7,1
000015.png,20,0.9379830360412598,15769,1,0
000015.png,20,0.8673526048660278,33866,4,1
000015.png,20,0.8639621734619141,14188,6,1
000015.png,20,0.7917978763580322,227,1,0
000015.png,20,0.62140953540802,17623,5,1
000015.png,20,0.62140953540802,17623,5,1
000015.png,20,0.8872131705284119,14527,2,1
000015.png,20,0.9107368588447571,29188,3,1
000015.png,20,0.9107368588447571,29188,3,1
000015.png,20,0.8994405269622803,833,2,1
000015.png,20,0.8484183549880981,110,1,0
000015.png,20,0.8484183549880981,110,1,0
000015.png,20,0.8484183549880981,110,1,0
000015.png,20,0.9148429036140442,15235,4,1
000015.png,20,0.9148429036140442,15235,4,1
000015.png,20,0.8771530389785767,14491,5,1
000015.png,20,0.8771530389785767,14491,5,1
000015.png,20,0.8341454267501831,201,1,0
000015.png,20,0.8341454267501831,201,1,0
000015.png,20,0.9169816970825195,1448,2,1
000016.png,20,0.8783230781555176,18630,1,0
000016.png,20,0.8958014845848083,20317,7,1
000016.png,20,0.7409334778785706,12834,3,1
000016.png,20,0.7409334778785706,12834,3,1
000016.png,20,0.8564836978912354,31179,9,1
000016.png,20,0.8335270285606384,15030,3,1
000016.png,20,0.9026109576225281,13517,2,1
000016.png,20,0.9103313088417053,29596,3,1
000016.png,20,0.9103313088417053,29596,3,1
000016.png,20,0.9419321417808533,8897,4,1
000016.png,20,0.8073284029960632,6884,2,1
000016.png,20,0.8073284029960632,6884,2,1
000016.png,20,0.8592647910118103,294,1,0
000016.png,20,0.7432680726051331,5563,2,1
000016.png,20,0.7432680726051331,5563,2,1
000016.png,20,0.8484359383583069,12926,1,0
000016.png,20,0.8578115105628967,31282,7,1
000016.png,20,0.8578115105628967,31282,7,1
000016.png,20,0.8340273499488831,3299,2,1
000016.png,20,0.8340273499488831,3299,2,1
000017.png,20,0.9074256420135498,35536,7,1
000017.png,20,0.69509357213974,19609,10,1
